book_name,author,primary_genre,book_type,number_of_pages,pages_category,first_published_year,book_age,rating,ratings_count,ratings_count_log,votes,votes_log,score
Archer's Voice,Mia Sheridan,Romance,ebook,377,Medium,2014,11,4.17,666069,13.409150049104477,153,5.0369526024136295,13460
"Not Forever, But For Now",Chuck Palahniuk,Fiction,Hardcover,256,Medium,2023,2,3.03,4960,8.509362612301048,142,4.962844630259907,13448
I Am Legend and Other Stories,Richard Matheson,Horror,Paperback,317,Medium,1954,71,4.0,136175,11.821703445716743,186,5.231108616854587,13407
Watchers,Dean Koontz,Horror,Paperback,624,Long,1987,38,4.19,171625,12.053072969710254,170,5.14166355650266,13384
Starship Troopers,Robert A. Heinlein,Science Fiction,Mass,264,Medium,1959,66,4.01,245542,12.41122736362875,168,5.1298987149230735,13362
The Girl Who Was Taken,Charlie Donlea,Thriller,Kindle,449,Long,2017,8,4.16,172726,12.059467592389684,141,4.955827057601261,13337
"Shadowfever (Fever, #5)",Karen Marie Moning,Fantasy,Hardcover,608,Long,2011,14,4.39,112695,11.632449206940143,155,5.049856007249537,13336
If on a Winter’s Night a Traveler,Italo Calvino,Fiction,Paperback,260,Medium,1979,46,4.02,111245,11.619499244325908,165,5.111987788356544,13326
"Night Watch (Discworld, #29; City Watch, #6)",Terry Pratchett,Fantasy,Paperback,480,Long,2002,23,4.5,118381,11.681671962847735,166,5.117993812416755,13325
"One for the Money (Stephanie Plum, #1)",Janet Evanovich,Mystery,Paperback,320,Medium,1994,31,4.05,577771,13.266934606165435,180,5.198497031265826,13323
"Left Behind (Left Behind, #1)",Tim LaHaye,Fiction,Mass,470,Long,1995,30,3.86,246324,12.414407081190676,182,5.209486152841421,13321
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,Fiction,Paperback,159,Short,1967,58,4.16,218763,12.295748802171948,186,5.231108616854587,13271
"Darkfever (Fever, #1)",Karen Marie Moning,Fantasy,Hardcover,309,Medium,2006,19,4.05,189748,12.153457425151762,170,5.14166355650266,13202
"Scythe (Arc of a Scythe, #1)",Neal Shusterman,Fantasy,Hardcover,435,Long,2016,9,4.32,408784,12.92094462443914,145,4.983606621708336,13192
The Purpose Driven Life: What on Earth Am I Here for?,Rick Warren,Christian,Paperback,336,Medium,2002,23,3.98,291439,12.582589431682445,156,5.056245805348308,13190
"Once Upon a Broken Heart (Once Upon a Broken Heart, #1)",Stephanie Garber,Fantasy,Hardcover,408,Long,2021,4,4.06,643795,13.375137184717882,148,5.003946305945459,13188
"Death on the Nile (Hercule Poirot, #18)",Agatha Christie,Mystery,Paperback,352,Medium,1937,88,4.12,303959,12.624651392783722,206,5.332718793265369,13064
"Corrupt (Devil's Night, #1)",Penelope Douglas,Dark Romance,Paperback,516,Long,2015,10,3.78,421667,12.951973553525985,139,4.941642422609304,13018
Cosmos,Carl Sagan,Science,Mass,384,Medium,1980,45,4.4,158314,11.972341998170865,174,5.1647859739235145,12987
The Magus,John Fowles,Fiction,Paperback,656,Long,1965,60,4.05,63632,11.060887482687326,167,5.123963979403259,12984
The Blind Assassin,Margaret Atwood,Fiction,Paperback,637,Long,2000,25,3.96,163145,12.002400784405559,180,5.198497031265826,12973
"The Ballad of Never After (Once Upon a Broken Heart, #2)",Stephanie Garber,Fantasy,Hardcover,416,Long,2022,3,4.49,466965,13.054011728861425,140,4.948759890378168,12965
The Shards,Bret Easton Ellis,Fiction,Hardcover,608,Long,2023,2,4.0,42728,10.662633125602696,136,4.919980925828125,12941
"Being a Witch, and Other Things I Didn't Ask For",Sara Pascoe,Adventure,Paperback,380,Medium,2015,10,4.28,26909,10.200253243720951,136,4.919980925828125,12899
John Adams,David McCullough,History,Paperback,751,Long,2001,24,4.08,376918,12.83978558923429,180,5.198497031265826,12891
The Book of Mormon: Another Testament of Jesus Christ,Joseph Smith Jr.,Religion,Paperback,531,Long,1830,195,4.23,90757,11.41595190251171,141,4.955827057601261,12870
Rosencrantz and Guildenstern Are Dead,Tom Stoppard,Plays,Paperback,126,Short,1967,58,4.04,92873,11.438999014801933,180,5.198497031265826,12868
Possession,A.S. Byatt,Fiction,Paperback,555,Long,1990,35,3.9,84219,11.341187701715919,178,5.187385805840755,12845
"Alanna: The First Adventure (Song of the Lioness, #1)",Tamora Pierce,Fantasy,Mass,274,Medium,1983,42,4.27,136564,11.824555970740638,160,5.081404364984463,12814
"The Death Cure (The Maze Runner, #3)",James Dashner,Young Adult,Hardcover,325,Medium,2011,14,3.78,497470,13.117292542424485,167,5.123963979403259,12796
Under the Dome,Stephen  King,Horror,Hardcover,1074,Very Long,2009,16,3.93,322842,12.68492141592394,177,5.181783550292085,12769
"Pretties (Uglies, #2)",Scott Westerfeld,Young Adult,Paperback,370,Medium,2005,20,3.83,279443,12.540557193721236,173,5.159055299214529,12716
Papillon,Henri Charrière,Nonfiction,Paperback,544,Long,1969,56,4.23,75439,11.23109291730734,177,5.181783550292085,12687
"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares,Young Adult,Hardcover,294,Medium,2001,24,3.85,732465,13.504172202413834,180,5.198497031265826,12676
The Agony and the Ecstasy,Irving Stone,Historical Fiction,Mass,776,Long,1961,64,4.09,96492,11.477225745835904,168,5.1298987149230735,12652
House of Sand and Fog,Andre Dubus III,Fiction,Paperback,384,Medium,1999,26,3.86,136192,11.821828276369438,180,5.198497031265826,12633
"Odd Thomas (Odd Thomas, #1)",Dean Koontz,Horror,Paperback,446,Long,2003,22,3.99,276011,12.528199622015004,172,5.153291594497779,12618
"Keeper of the Lost Cities (Keeper of the Lost Cities, #1)",Shannon Messenger,Fantasy,Hardcover,496,Long,2012,13,4.39,108458,11.594127500363612,139,4.941642422609304,12601
Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,History,Paperback,509,Long,1970,55,4.26,101839,11.531158233231288,198,5.293304824724492,12592
Veronika Decides to Die,Paulo Coelho,Fiction,Paperback,285,Medium,1998,27,3.74,241464,12.394479814035522,156,5.056245805348308,12523
The Sirens of Titan,Kurt Vonnegut Jr.,Fiction,Paperback,224,Medium,1959,66,4.15,157195,11.965248713360886,155,5.049856007249537,12518
"Lover Unbound (Black Dagger Brotherhood, #5)",J.R. Ward,Romance,Mass,502,Long,2007,18,4.31,140983,11.856401687744205,164,5.10594547390058,12464
Babel,R.F. Kuang,Fantasy,Hardcover,544,Long,2022,3,4.15,458812,13.036397998622329,132,4.890349128221754,12460
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,Nonfiction,Hardcover,268,Medium,2005,20,4.01,894839,13.70440021032584,165,5.111987788356544,12451
Stoner,John  Williams,Fiction,Paperback,292,Medium,1965,60,4.35,243155,12.40145849165333,138,4.9344739331306915,12442
On Writing: A Memoir of the Craft,Stephen  King,Nonfiction,Mass,320,Medium,2000,25,4.34,316609,12.665426011527202,167,5.123963979403259,12436
The Elegance of the Hedgehog,Muriel Barbery,Fiction,Paperback,325,Medium,2006,19,3.8,199256,12.202350727779397,157,5.062595033026967,12353
How to Win Friends & Influence People,Dale Carnegie,Self Help,Paperback,288,Medium,1936,89,4.22,1140611,13.94707551842777,172,5.153291594497779,12322
"Consequences (Consequences, #1)",Aleatha Romig,Dark,Hardcover,366,Medium,2011,14,3.92,43277,10.675399701731727,132,4.890349128221754,12289
"Truth (Consequences, #2)",Aleatha Romig,Dark,Paperback,480,Long,2012,13,4.34,32551,10.390594089681526,130,4.875197323201151,12249
A Heartbreaking Work of Staggering Genius,Dave Eggers,Fiction,Paperback,530,Long,2000,25,3.69,183484,12.11988819926634,157,5.062595033026967,12232
Corelli’s Mandolin,Louis de Bernières,Fiction,Paperback,437,Long,1994,31,4.03,92602,11.436076817517693,163,5.099866427824199,12140
"A Canticle for Leibowitz (St. Leibowitz, #1)",Walter M. Miller Jr.,Science Fiction,Paperback,334,Medium,1959,66,3.99,118919,11.686206277112033,162,5.093750200806762,12129
Song of Solomon,Toni Morrison,Fiction,Paperback,338,Medium,1977,48,4.16,126872,11.750941865107144,170,5.14166355650266,12088
"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,Fantasy,Paperback,699,Long,2017,8,4.46,2650376,14.790212451994764,139,4.941642422609304,12078
Holy Bible: New International Version,Anonymous,Religion,Hardcover,1213,Very Long,1985,40,4.63,96345,11.475701157671958,152,5.030437921392435,12076
"Prodigy (Legend, #2)",Marie Lu,Dystopia,Hardcover,371,Medium,2013,12,4.22,280679,12.544970509366225,150,5.017279836814924,12065
The Witch of Blackbird Pond,Elizabeth George Speare,Historical Fiction,Paperback,256,Medium,1958,67,4.03,160002,11.982947844040185,171,5.147494476813453,11983
"The Alienist (Dr. Laszlo Kreizler, #1)",Caleb Carr,Historical Fiction,Paperback,498,Long,1994,31,4.06,181130,12.106975805368316,170,5.14166355650266,11982
"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",Ally Carter,Young Adult,Hardcover,284,Medium,2006,19,3.84,193348,12.172252125054134,150,5.017279836814924,11939
The Drowning Woman,Robyn Harding,Thriller,Hardcover,336,Medium,2023,2,4.03,158069,11.970793251871441,126,4.844187086458591,11929
Prodigal Summer,Barbara Kingsolver,Fiction,Paperback,444,Long,2000,25,4.05,127468,11.75562847676306,165,5.111987788356544,11926
Something Wicked This Way Comes,Ray Bradbury,Horror,Mass,293,Medium,1962,63,3.89,153124,11.939009860281129,173,5.159055299214529,11925
Around the World in Eighty Days,Jules Verne,Classics,Paperback,252,Medium,1872,153,3.95,281105,12.546487101384011,190,5.25227342804663,11915
"Storm Front (The Dresden Files, #1)",Jim  Butcher,Fantasy,Paperback,372,Medium,2000,25,3.97,376887,12.839703340064364,146,4.990432586778736,11915
"Confessions of a Shopaholic (Shopaholic, #1)",Sophie Kinsella,Chick Lit,Mass,368,Medium,2000,25,3.71,804115,13.597498816360911,158,5.0689042022202315,11910
Battle Royale,Koushun Takami,Horror,Paperback,624,Long,1999,26,4.26,85156,11.35225189058042,140,4.948759890378168,11875
"Killing Sarai (In the Company of Killers, #1)",J.A. Redmerski,Romance,Kindle,268,Medium,2013,12,4.08,32741,10.396413936414287,127,4.852030263919617,11871
This Is How You Lose the Time War,Amal El-Mohtar,Science Fiction,ebook,209,Medium,2019,6,3.84,329679,12.7058777660127,128,4.859812404361672,11825
The Trigger: Hunting the Assassin Who Brought the World to War,Tim Butcher,History,Hardcover,352,Medium,2014,11,3.81,4069,8.311398278436641,122,4.812184355372417,11813
"Love Story (Love Story, #1)",Erich Segal,Romance,Paperback,224,Medium,1969,56,3.65,64143,11.068885834882288,184,5.220355825078325,11757
"The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency, #1)",Alexander McCall Smith,Mystery,Paperback,235,Medium,1998,27,3.81,275367,12.525863663899575,181,5.204006687076795,11756
Ficciones,Jorge Luis Borges,Fiction,Paperback,174,Short,1944,81,4.4,78552,11.271528835188708,141,4.955827057601261,11744
Jitterbug Perfume,Tom Robbins,Fiction,Paperback,342,Medium,1984,41,4.23,80653,11.297923679347642,148,5.003946305945459,11715
"Tempted (House of Night, #6)",P.C. Cast,Young Adult,Paperback,319,Medium,2009,16,3.95,173862,12.06602291174704,166,5.117993812416755,11708
"It Ain't Me, Babe (Hades Hangmen, #1)",Tillie Cole,Romance,Kindle,466,Long,2014,11,4.04,55907,10.931462761604797,125,4.836281906951478,11666
Digital Fortress,Dan    Brown,Fiction,Paperback,510,Long,1998,27,3.71,663599,13.405434837298426,153,5.0369526024136295,11661
Murder on Family Grounds (Mary Wandwalker #3),Susan  Rowland,Mystery,Paperback,334,Medium,2024,1,4.29,16717,9.7242412622591,123,4.820281565605037,11639
"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett,Fantasy,Paperback,228,Medium,1983,42,3.99,420584,12.949401878276696,162,5.093750200806762,11638
Anthem,Ayn Rand,Fiction,Paperback,105,Short,1938,87,3.61,166529,12.022930752352316,153,5.0369526024136295,11622
"Tears of Tess (Monsters in the Dark, #1)",Pepper Winters,Dark,Paperback,376,Medium,2013,12,3.98,43129,10.671974089641889,124,4.8283137373023015,11618
"The High Auction (Wisdom Revolution, #1)",Misba,Fantasy,Hardcover,180,Short,2021,4,4.69,16569,9.71534911042061,119,4.787491742782046,11609
"An Ember in the Ashes (An Ember in the Ashes, #1)",Sabaa Tahir,Fantasy,Paperback,446,Long,2015,10,4.24,345102,12.751598202180736,132,4.890349128221754,11592
Ivanhoe,Walter  Scott,Classics,Paperback,496,Long,1819,206,3.76,98903,11.501904961686764,177,5.181783550292085,11587
"Rubinrot (Edelstein-Trilogie, #1)",Kerstin Gier,Fantasy,Hardcover,345,Medium,2009,16,4.14,170733,12.047862068796546,135,4.912654885736052,11579
"The Oldest Dance (Wisdom Revolution, #2)",Misba,Fantasy,Hardcover,252,Medium,2021,4,4.7,13543,9.51369892381297,119,4.787491742782046,11562
"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas,Fantasy,ebook,448,Long,2014,11,4.2,1143007,13.949173941877563,141,4.955827057601261,11558
"Ender's Shadow (The Shadow Series, #1)",Orson Scott Card,Science Fiction,Paperback,469,Long,1999,26,4.32,179537,12.09814216366971,147,4.997212273764115,11495
The Story of My Life,Helen Keller,Nonfiction,Mass,240,Medium,1902,123,4.07,150865,11.924147304590754,193,5.267858159063328,11467
"Princess Academy (Princess Academy, #1)",Shannon Hale,Fantasy,Paperback,314,Medium,2005,20,4.04,121817,11.710283406590296,157,5.062595033026967,11449
"The Big Sleep (Philip Marlowe, #1)",Raymond Chandler,Mystery,Paperback,231,Medium,1939,86,3.94,167841,12.030778339669709,157,5.062595033026967,11447
The Magic Mountain,Thomas Mann,Fiction,Kindle,706,Long,1924,101,4.13,61086,11.020054356564353,147,4.997212273764115,11408
The Power of Myth,Joseph Campbell,Nonfiction,Paperback,293,Medium,1988,37,4.26,53644,10.890143547070847,161,5.087596335232384,11370
Mistress Suffragette,Diana   Forbes,Historical Fiction,Kindle,320,Medium,2017,8,4.29,4561,8.425516402844334,127,4.852030263919617,11360
"Magical Midlife Awakening (Leveling Up, #10)",K.F. Breene,Fantasy,Kindle,364,Medium,2024,1,4.63,11578,9.356948391612272,119,4.787491742782046,11350
"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,Fantasy,Hardcover,400,Medium,2015,10,4.03,428371,12.967747255942584,130,4.875197323201151,11340
Message in a Bottle,Nicholas Sparks,Romance,Paperback,342,Medium,1998,27,3.98,247500,12.419169901386761,164,5.10594547390058,11288
One Day,David Nicholls,Romance,Paperback,435,Long,2009,16,3.87,407807,12.918551754389611,138,4.9344739331306915,11263
Orlando,Virginia Woolf,Classics,Paperback,336,Medium,1928,97,3.87,114200,11.645715332733134,153,5.0369526024136295,11230
The Invention of Hugo Cabret,Brian Selznick,Historical Fiction,Hardcover,534,Long,2007,18,4.22,189326,12.151230957771466,148,5.003946305945459,11206
"Fablehaven (Fablehaven, #1)",Brandon Mull,Fantasy,Hardcover,351,Medium,2006,19,4.14,177281,12.085496964065866,140,4.948759890378168,11193
"The Poppy War (The Poppy War, #1)",R.F. Kuang,Fantasy,Kindle,545,Long,2018,7,4.16,470781,13.062150420842125,120,4.795790545596741,11167
"Club Dead (Sookie Stackhouse, #3)",Charlaine Harris,Fantasy,Mass,274,Medium,2003,22,4.02,244621,12.407469440954298,162,5.093750200806762,11166
Walk Two Moons,Sharon Creech,Young Adult,Paperback,280,Medium,1994,31,4.0,173330,12.062958340260431,144,4.976733742420574,11163
It's Kind of a Funny Story,Ned Vizzini,Young Adult,Paperback,444,Long,2006,19,4.07,261777,12.475252095313468,129,4.867534450455582,11129
"Living Dead in Dallas (Sookie Stackhouse, #2)",Charlaine Harris,Fantasy,Mass,291,Medium,2002,23,3.96,262536,12.478147303461915,156,5.056245805348308,11093
"Souls Unfractured (Hades Hangmen, #3)",Tillie Cole,Dark,ebook,371,Medium,2015,10,4.41,28144,10.245124997898127,118,4.77912349311153,11068
The Shell Seekers,Rosamunde Pilcher,Fiction,Hardcover,544,Long,1987,38,4.2,120356,11.698217605209017,169,5.135798437050262,11056
The Namesake,Jhumpa Lahiri,Fiction,Paperback,304,Medium,2003,22,4.02,283144,12.553714412901137,154,5.043425116919247,11040
The Communist Manifesto,Karl Marx,Philosophy,Paperback,288,Medium,1848,177,3.68,196310,12.18745541537311,139,4.941642422609304,11034
A Winter Grave,Peter  May,Crime,ebook,368,Medium,2023,2,4.05,9457,9.15461622320382,116,4.762173934797756,10959
The Polymorph,Max Nowaz,Science Fiction,Kindle,424,Long,2023,2,4.27,14652,9.592400371638025,117,4.770684624465665,10954
The Corrections,Jonathan Franzen,Fiction,Paperback,653,Long,2001,24,3.85,197570,12.193853292391832,149,5.0106352940962555,10949
"Glass Houses (The Morganville Vampires, #1)",Rachel Caine,Vampires,Mass,239,Medium,2006,19,3.92,103439,11.546747013445739,143,4.969813299576001,10944
Hard-Boiled Wonderland and the End of the World,Haruki Murakami,Fiction,Paperback,400,Medium,1985,40,4.11,151830,11.930523339168184,134,4.90527477843843,10930
Angle of Repose,Wallace Stegner,Fiction,Paperback,569,Long,1971,54,4.24,61963,11.034308850226253,141,4.955827057601261,10924
The Jungle Books,Rudyard Kipling,Classics,Mass,368,Medium,1895,130,4.01,89022,11.396650042294073,186,5.231108616854587,10898
"Into the Wild (Warriors, #1)",Erin Hunter,Fantasy,Paperback,288,Medium,2003,22,4.32,120070,11.695838513465139,130,4.875197323201151,10888
Still Alice,Lisa Genova,Fiction,Paperback,292,Medium,2007,18,4.32,359648,12.792883834810613,138,4.9344739331306915,10840
"The Girl in the Eagle's Talons (Millennium, #7)",Karin Smirnoff,Thriller,Hardcover,368,Medium,2022,3,3.42,19506,9.878528654494932,115,4.7535901911063645,10828
"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,Fantasy,Hardcover,590,Long,2007,18,4.38,645151,13.377241226929439,128,4.859812404361672,10816
"Lover Revealed (Black Dagger Brotherhood, #4)",J.R. Ward,Romance,Mass,482,Long,2007,18,4.28,144169,11.87874843780595,145,4.983606621708336,10814
Cryptonomicon,Neal Stephenson,Fiction,Mass,1152,Very Long,1999,26,4.23,116755,11.667841566073582,130,4.875197323201151,10810
The Marriage Portrait,Maggie O'Farrell,Historical Fiction,Hardcover,355,Medium,2022,3,4.0,197928,12.195663659510803,114,4.74493212836325,10807
An Abundance of Katherines,John Green,Young Adult,Hardcover,229,Medium,2006,19,3.51,549052,13.215950254994176,133,4.897839799950911,10796
"The Edge of Never (The Edge of Never, #1)",J.A. Redmerski,Romance,Paperback,426,Long,2012,13,4.22,150033,11.918617214060053,126,4.844187086458591,10786
I Am the Messenger,Markus Zusak,Young Adult,Paperback,357,Medium,2002,23,4.03,169370,12.039846854101071,128,4.859812404361672,10770
Between Shades of Gray,Ruta Sepetys,Historical Fiction,Hardcover,344,Medium,2011,14,4.37,274989,12.52449001235117,129,4.867534450455582,10727
Jude the Obscure,Thomas Hardy,Classics,Paperback,310,Medium,1895,130,3.83,75800,11.235866764155578,160,5.081404364984463,10703
Geek Love,Katherine Dunn,Fiction,Paperback,348,Medium,1989,36,3.95,72679,11.193821522510108,135,4.912654885736052,10689
"Mary Poppins (Mary Poppins, #1)",P.L. Travers,Classics,Hardcover,209,Medium,1934,91,4.01,140547,11.853304346421979,195,5.278114659230518,10681
"The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams,Science Fiction,Paperback,250,Medium,1980,45,4.2,314931,12.660112021487963,153,5.0369526024136295,10663
"Small Gods (Discworld, #13)",Terry Pratchett,Fantasy,Paperback,389,Medium,1992,33,4.32,132992,11.798051774239854,136,4.919980925828125,10618
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,Self Help,Paperback,372,Medium,1989,36,4.16,816939,13.613320931732849,153,5.0369526024136295,10610
"The Passage (The Passage, #1)",Justin Cronin,Horror,Hardcover,773,Long,2010,15,4.05,222596,12.313118240643815,132,4.890349128221754,10564
"Haunting Adeline (Cat and Mouse, #1)",H.D. Carlton,Dark Romance,Kindle,583,Long,2021,4,3.94,865461,13.67101874737746,113,4.736198448394496,10551
"Lover Avenged (Black Dagger Brotherhood, #7)",J.R. Ward,Romance,Hardcover,527,Long,2009,16,4.36,120252,11.697353135681759,141,4.955827057601261,10547
"Winter (The Lunar Chronicles, #4)",Marissa Meyer,Fantasy,Hardcover,827,Very Long,2015,10,4.41,309807,12.643708029743179,127,4.852030263919617,10522
"Mort (Discworld, #4; Death, #1)",Terry Pratchett,Fantasy,Mass,243,Medium,1987,38,4.24,270942,12.509663745635619,140,4.948759890378168,10501
The Moon Is a Harsh Mistress,Robert A. Heinlein,Science Fiction,Paperback,288,Medium,1966,59,4.15,138572,11.839152541566138,135,4.912654885736052,10499
Keep It in the Family,John Marrs,Thriller,Kindle,380,Medium,2022,3,4.07,229935,12.345556288314029,111,4.718498871295094,10491
Chasing the Devil: The Search for Africa's Fighting Spirit,Tim Butcher,Africa,Hardcover,1000,Very Long,2010,15,4.13,1954,7.578145472419466,106,4.672828834461906,10387
My Name Is Asher Lev,Chaim Potok,Fiction,Paperback,369,Medium,1972,53,4.24,43397,10.678168636077336,141,4.955827057601261,10376
"Fire (Graceling Realm, #2)",Kristin Cashore,Fantasy,Hardcover,480,Long,2009,16,4.09,193772,12.174442649847578,140,4.948759890378168,10350
"From Blood and Ash (Blood and Ash, #1)",Jennifer L. Armentrout,Fantasy,ebook,622,Long,2020,5,4.21,834454,13.634534096124357,114,4.74493212836325,10340
The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,Nonfiction,Hardcover,450,Long,2006,19,4.19,210095,12.255319848098786,136,4.919980925828125,10311
Choke,Chuck Palahniuk,Fiction,Paperback,293,Medium,2001,24,3.71,220608,12.304147182793447,135,4.912654885736052,10309
Dandelion Wine,Ray Bradbury,Fiction,Paperback,239,Medium,1957,68,4.09,78188,11.266884251677522,137,4.927253685157205,10296
On Earth We're Briefly Gorgeous,Ocean Vuong,Fiction,Hardcover,246,Medium,2019,6,4.01,399636,12.898311914062699,112,4.727387818712341,10287
"A Dead and Stormy Night (Nevermore Bookshop Mysteries, #1)",Steffanie Holmes,Fantasy,Kindle,302,Medium,2019,6,3.9,13690,9.524493961633755,109,4.700480365792417,10284
The Portrait of a Lady,Henry James,Classics,Paperback,797,Long,1881,144,3.8,85007,11.350500648690725,151,5.0238805208462765,10227
No Longer Human,Osamu Dazai,Classics,Paperback,176,Short,1948,77,3.94,248575,12.423503912770887,108,4.6913478822291435,10192
A Room of One’s Own,Virginia Woolf,Classics,Paperback,112,Short,1929,96,4.22,257823,12.460032460576922,144,4.976733742420574,10166
The Long Walk,Richard  Bachman,Horror,Mass,370,Medium,1978,47,4.02,269086,12.502790026369327,128,4.859812404361672,10152
Wild Swans: Three Daughters of China,Jung Chang,Nonfiction,Paperback,562,Long,1991,34,4.3,123079,11.720589829435978,137,4.927253685157205,10140
We Have Always Lived in the Castle,Shirley Jackson,Horror,Paperback,152,Short,1962,63,3.91,292549,12.586390871216382,126,4.844187086458591,10133
Howards End,E.M. Forster,Classics,Paperback,318,Medium,1910,115,3.96,94595,11.45737047084791,155,5.049856007249537,10122
The Forgotten Garden,Kate Morton,Historical Fiction,Paperback,648,Long,2008,17,4.16,237823,12.3792861832934,129,4.867534450455582,10117
"Finale (Hush, Hush, #4)",Becca Fitzpatrick,Fantasy,Hardcover,466,Long,2012,13,4.11,186447,12.135907658813045,132,4.890349128221754,10109
"The Ballad of Songbirds and Snakes (The Hunger Games, #0)",Suzanne Collins,Dystopia,Kindle,652,Long,2020,5,3.99,1155494,13.960039381556099,118,4.77912349311153,10081
"Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas,Fantasy,Hardcover,984,Very Long,2018,7,4.71,1062372,13.876015643224735,110,4.709530201312334,10076
Living Fearless: Exchanging the Lies of the World for the Liberating Truth of God,Jamie Winship,Christian,Paperback,176,Short,2022,3,4.44,3937,8.278428259199071,107,4.68213122712422,10075
"The Hunt for Red October (Jack Ryan, #3)",Tom Clancy,Fiction,Mass,432,Long,1984,41,4.12,388027,12.868832780950099,151,5.0238805208462765,10073
"Worm Holes (Quantum Roots, #2)",Kyle Keyes,Fiction,Paperback,296,Medium,2017,8,4.34,2097,7.6487397889562425,112,4.727387818712341,10073
Tender Is the Night,F. Scott Fitzgerald,Classics,Paperback,430,Long,1934,91,3.77,149244,11.913344529856161,146,4.990432586778736,10047
"The Dark Tower (The Dark Tower, #7)",Stephen  King,Fantasy,Mass,1050,Very Long,2004,21,4.29,188907,12.149015403042819,136,4.919980925828125,9993
"The Hawthorne Legacy (The Inheritance Games, #2)",Jennifer Lynn Barnes,Mystery,Hardcover,380,Medium,2021,4,4.18,613184,13.32642196384107,114,4.74493212836325,9980
The White Tiger,Aravind Adiga,Fiction,Hardcover,288,Medium,2008,17,3.77,202302,12.217521852507078,116,4.762173934797756,9955
"Inara (Godfrey Davis, #3)",A.R. Merrydew,Novels,Kindle,351,Medium,2024,1,4.35,6031,8.704833909687792,109,4.700480365792417,9943
Pale Fire,Vladimir Nabokov,Fiction,Paperback,246,Medium,1962,63,4.17,57296,10.956003545311264,127,4.852030263919617,9935
"The Lies of Vampires and Slayers (Magic on Main Street, #1)",K.M. Shea,Fantasy,Kindle,326,Medium,2023,2,4.35,8664,9.067047202149707,105,4.663439094112067,9924
The Bridges of Madison County,Robert James Waller,Fiction,Mass,182,Short,1992,33,3.72,106243,11.573493614603905,158,5.0689042022202315,9919
"The Eden Paradox (Eden Paradox, #1)",Barry Kirwan,Science Fiction,Kindle,392,Medium,2011,14,4.21,16137,9.688932018408451,109,4.700480365792417,9910
Heartless,Marissa Meyer,Fantasy,Hardcover,453,Long,2016,9,4.09,255018,12.449093331168767,108,4.6913478822291435,9884
"The City of Ember (Book of Ember, #1)",Jeanne DuPrau,Young Adult,Paperback,270,Medium,2003,22,3.9,298333,12.605968943223257,139,4.941642422609304,9862
"Linger (The Wolves of Mercy Falls, #2)",Maggie Stiefvater,Young Adult,Hardcover,362,Medium,2010,15,3.88,175179,12.07356929571708,134,4.90527477843843,9835
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,Nonfiction,Mass,397,Medium,1998,27,4.07,443720,13.002951265523544,137,4.927253685157205,9827
"Forrest Gump (Forrest Gump, #1)",Winston Groom,Fiction,Paperback,248,Medium,1986,39,4.01,72301,11.188607070281545,159,5.075173815233827,9767
Turtles All the Way Down,John Green,Young Adult,Hardcover,290,Medium,2017,8,3.87,638916,13.367529834469343,113,4.736198448394496,9761
Deception Point,Dan    Brown,Fiction,Paperback,556,Long,2001,24,3.77,698580,13.456806413733371,131,4.882801922586371,9759
Twenty Years Later,Charlie Donlea,Thriller,Hardcover,357,Medium,2021,4,4.18,176718,12.082316179408908,102,4.634728988229636,9753
Socialism Is Dead! Long Live Socialism!: The Marx Code—Socialism with a Human Face:,Todor Bombov,Politics,Kindle,242,Medium,2017,8,4.29,11743,9.371097750854297,106,4.672828834461906,9751
"Kane & Abel (Kane & Abel, #1)",Jeffrey Archer,Fiction,Paperback,592,Long,1979,46,4.35,130687,11.780568082084283,120,4.795790545596741,9702
"A Study in Scarlet (Sherlock Holmes, #1)",Arthur Conan Doyle,Classics,Paperback,123,Short,1887,138,4.13,492194,13.10663025841533,149,5.0106352940962555,9696
The Sea of Tranquility,Katja Millay,Romance,Kindle,449,Long,2012,13,4.29,88492,11.390678731822566,112,4.727387818712341,9691
Beach Read,Emily Henry,Romance,Paperback,358,Medium,2020,5,3.97,1612098,14.293047614554984,110,4.709530201312334,9656
